Id,SalePrice
1461,127050.88269695854
1462,158119.13068978913
1463,187205.38769047955
1464,198555.25580761768
1465,178492.4332052993
1466,169547.37353732265
1467,175727.32764468057
1468,166645.98691174376
1469,180384.73719084827
1470,130487.49443497752
1471,199753.70713190676
1472,92674.9148190895
1473,98413.5981766216
1474,150721.81192888608
1475,119920.13709782586
1476,353340.18529959203
1477,244588.18381602853
1478,275677.0513331827
1479,274420.3367110964
1480,458157.41313835594
1481,325440.76154123555
1482,209394.8450868278
1483,167214.0041249208
1484,164293.4668800067
1485,176870.28905085256
1486,194063.2033324952
1487,325197.52597145014
1488,231444.43404126604
1489,199620.21060523306
1490,233442.8351812968
1491,184389.1671380879
1492,90077.9280728969
1493,187995.45598728332
1494,288878.1886526948
1495,267496.1841839503
1496,244157.03618225848
1497,176843.63999695287
1498,163705.86060775677
1499,158087.61765297307
1500,151352.71195464514
1501,175672.03244057947
1502,143508.56283179557
1503,288084.19843643537
1504,245841.64989995272
1505,222566.64879399762
1506,185806.6485281348
1507,247601.16216493095
1508,198258.18619723173
1509,158183.68416940345
1510,145972.72894997778
1511,147137.6798278468
1512,166910.81048245836
1513,137055.41223333898
1514,155903.33662975606
1515,188928.62449941874
1516,149727.9753131021
1517,164085.99246911894
1518,125218.38183477722
1519,227374.73969435273
1520,139217.32138828628
1521,140263.468570062
1522,175497.38045853196
1523,111309.7310184372
1524,124078.73436138309
1525,118610.0811431992
1526,106483.34009677019
1527,104487.50178186262
1528,131047.31888351834
1529,151871.06415250743
1530,170839.5178108466
1531,103882.3052544492
1532,92803.60082132253
1533,142800.27958843225
1534,123413.95934417847
1535,151329.18601314476
1536,106293.2027661471
1537,60958.287486290166
1538,153384.12687464347
1539,197047.09547119003
1540,93218.37603757103
1541,148195.56637156167
1542,134581.37647817354
1543,211279.21229146147
1544,78490.69785964001
1545,103833.67285899566
1546,131658.0022692711
1547,136140.00359514155
1548,136249.36787701317
1549,114201.45933068033
1550,137744.0024794894
1551,112199.65708408391
1552,141262.50075910983
1553,148672.90247226608
1554,111442.71543436227
1555,162886.55441866492
1556,80691.18942104046
1557,96415.79248356685
1558,94716.98456362501
1559,73601.35802076015
1560,130662.08094761052
1561,118181.24238495211
1562,130219.59402152458
1563,122862.48684703575
1564,164911.80351615674
1565,143262.97017119752
1566,238888.33349289087
1567,73450.66842257458
1568,219845.0970236244
1569,131656.74667716835
1570,139361.18442776983
1571,123634.25037207146
1572,146384.81841687523
1573,235633.4821349901
1574,104534.74561138822
1575,229805.43293601298
1576,230951.20173434817
1577,189439.2150507738
1578,140371.19204489808
1579,146404.6435833584
1580,194977.95260516286
1581,146355.50442933774
1582,127279.8503971327
1583,317852.49743351026
1584,224864.43740209783
1585,143080.96186850677
1586,68937.31299050356
1587,92141.91521524181
1588,156553.53678472756
1589,95670.58032889912
1590,135668.0971322895
1591,92214.35212227989
1592,115174.68132322382
1593,129572.57266726195
1594,129651.18765487873
1595,110619.96407221032
1596,235147.69263160214
1597,180917.43663083616
1598,204707.72913805657
1599,176512.38042938273
1600,171287.66287703248
1601,58464.79975769957
1602,112215.81568314077
1603,72640.36154058018
1604,271108.669305135
1605,243869.17396438427
1606,166427.12941155396
1607,167818.68366955625
1608,206711.7024729834
1609,179854.29233268267
1610,152414.88263124094
1611,136874.24122239384
1612,167452.1007093212
1613,164960.56538635737
1614,128990.8743825879
1615,83949.6231276787
1616,71208.79229077476
1617,91461.82960246883
1618,126637.89425005291
1619,141336.61584975244
1620,164462.45845157295
1621,135449.355708363
1622,136261.4526912261
1623,283718.21725428174
1624,204038.42147952353
1625,115364.31141335683
1626,156714.86605659677
1627,190797.23482248047
1628,276352.23345609027
1629,181939.14333216136
1630,352264.525115814
1631,217562.07826540936
1632,231801.17725508646
1633,166037.29854965527
1634,193259.79883769408
1635,172498.94537580543
1636,152383.48916044142
1637,199176.94257161857
1638,184670.21062294545
1639,177976.2090195252
1640,250770.32646856987
1641,167260.25643040115
1642,232917.35424941775
1643,222232.59488322755
1644,235250.8726855876
1645,199687.04293149392
1646,160573.16956328554
1647,154995.46200787916
1648,131297.1365949846
1649,144274.56012847667
1650,116205.6136818105
1651,120480.1169596058
1652,94259.48704984105
1653,98397.45635890681
1654,148222.56310073182
1655,150863.1750663719
1656,144082.19741849363
1657,150405.91439027988
1658,142377.36887115837
1659,124946.76091259535
1660,154001.7887957961
1661,447087.7286472044
1662,403710.52251041774
1663,364776.23161090043
1664,397921.0844935931
1665,310773.2289831271
1666,330530.732333658
1667,370396.6296135191
1668,338675.11951927864
1669,296906.88423202257
1670,352442.9579273123
1671,253520.02026109354
1672,447827.67807844846
1673,303639.00929872564
1674,245768.74557357508
1675,187252.70515915944
1676,189936.33156947818
1677,222149.53052969807
1678,411157.0695429226
1679,404912.38197090337
1680,341135.1571551547
1681,240909.190413875
1682,293779.337577325
1683,172066.50125950546
1684,169466.2226116786
1685,163430.22352571777
1686,167299.18207366718
1687,167794.67858825892
1688,191111.55532712865
1689,196155.18608200963
1690,190402.60967905758
1691,181289.2909917013
1692,265179.7131795836
1693,168362.11528338658
1694,181223.94963376803
1695,167683.8196820666
1696,271981.6449476138
1697,173281.47356580294
1698,365824.1530137754
1699,334102.0985593609
1700,248182.01831225975
1701,258219.17171492008
1702,240289.2054294206
1703,240384.55431850086
1704,283080.9165196591
1705,232556.45360325277
1706,376531.4165696303
1707,214767.72857842143
1708,199526.3784696563
1709,268853.71563844767
1710,226261.81812385714
1711,254438.25379944808
1712,247773.83470847984
1713,272198.5754858792
1714,219533.969944903
1715,203552.14479715689
1716,184369.82485432312
1717,175064.59843783127
1718,124296.65575217386
1719,195154.68174891823
1720,242237.8081063683
1721,167838.3703987981
1722,120562.52825067185
1723,154724.16146466596
1724,205893.43520579394
1725,240141.90162018186
1726,186022.78091216803
1727,152136.78161380062
1728,181594.0094211849
1729,168100.59996384164
1730,155871.8192400679
1731,114949.83873215174
1732,127323.55631139869
1733,118381.80608057072
1734,118615.39773041138
1735,131100.9451641636
1736,112811.7722037741
1737,324036.91157079895
1738,225376.47891958477
1739,259300.5319621189
1740,213340.598731932
1741,189880.18697915162
1742,171496.2289437688
1743,174166.5185427209
1744,308608.94677224715
1745,222362.339086731
1746,175686.1059324425
1747,217754.9166098814
1748,222440.60381062096
1749,148023.66600414258
1750,123765.90548332338
1751,231531.85708027563
1752,116574.90823016924
1753,141981.57064269957
1754,185554.31005455932
1755,165716.48226463122
1756,123656.30108990251
1757,120477.01470638113
1758,152451.2257416746
1759,156923.64543423394
1760,163579.76179097433
1761,141228.82493061104
1762,177675.52794090268
1763,168613.5848968846
1764,110596.54635659803
1765,161464.4321308714
1766,178150.09978148737
1767,210788.3431596023
1768,146186.71434381415
1769,175326.24618329207
1770,146036.22315166646
1771,118025.80851883368
1772,131199.88006488475
1773,133170.58038749828
1774,121285.02377605562
1775,142550.1891308888
1776,124687.50093390867
1777,116548.00687575848
1778,136501.6818559454
1779,117762.26457867706
1780,182052.13448218096
1781,120994.69971765575
1782,84331.66284061647
1783,145186.08441752938
1784,106827.13756601058
1785,116329.58016497066
1786,141496.56729411503
1787,159578.4328155124
1788,50363.05690058047
1789,98459.87980468522
1790,77710.71218643211
1791,171209.27109358754
1792,156415.04578280408
1793,123925.3530831522
1794,145772.4021244918
1795,133498.77711630665
1796,124313.01527716419
1797,113438.47735262178
1798,121326.43976264275
1799,110177.5553488563
1800,130149.07431861275
1801,132262.95385514837
1802,133457.27877688242
1803,144004.58255950897
1804,144888.55965890165
1805,135858.29562229817
1806,114830.7373804774
1807,128383.50146942123
1808,118156.90010046518
1809,117538.8718994749
1810,147737.3735547716
1811,93918.41923950436
1812,95146.29996126088
1813,122261.1147528881
1814,92895.95784156524
1815,52273.57749412704
1816,90674.96854272668
1817,109377.49528908983
1818,147418.5924015942
1819,121649.22770712458
1820,56177.03955251058
1821,107122.89416587345
1822,146725.56991262894
1823,42558.363418261586
1824,130740.35948139465
1825,134092.36367998406
1826,104378.34463024628
1827,97738.1960358327
1828,130452.40607919717
1829,106587.17620136261
1830,145037.868185127
1831,140781.5648264726
1832,82197.28876457931
1833,132854.59309735353
1834,120392.9396067237
1835,116723.86724501956
1836,121819.54037808164
1837,82491.62168617286
1838,123825.76284578316
1839,91027.6071185058
1840,149534.61619317977
1841,134001.2152365701
1842,83764.96438854477
1843,131038.44578739344
1844,137042.86491841465
1845,137130.85103029365
1846,151314.8990361409
1847,167828.6067728894
1848,52206.568299359744
1849,111411.15444454773
1850,113536.53469902556
1851,151538.88338868102
1852,121649.80778199634
1853,129413.38752538913
1854,166038.88202181453
1855,140876.11610741413
1856,220715.23271097054
1857,151357.61966723547
1858,137219.02449494353
1859,119028.10221759845
1860,147057.85805291275
1861,117031.50826671247
1862,288267.2330340493
1863,265902.96877286973
1864,266517.86341390456
1865,325721.76351848757
1866,341912.2850246824
1867,231575.36013371326
1868,298924.95042094117
1869,206895.9100805308
1870,231548.85983886765
1871,250940.66206375323
1872,164792.3192621103
1873,234125.96922467038
1874,144572.47856698502
1875,198031.42634236842
1876,193709.4794429546
1877,207702.9085261575
1878,192550.7801278286
1879,128077.77356611451
1880,132164.85587153555
1881,231242.11900825656
1882,252287.3073460831
1883,188632.46515803333
1884,207667.4548952944
1885,247554.88465290813
1886,291138.62076722534
1887,207154.55068123565
1888,268675.5767936888
1889,156864.99163694156
1890,117846.30078369113
1891,138914.4071575425
1892,104593.48131601118
1893,129256.49351277972
1894,124900.17824520702
1895,134283.04240416788
1896,126791.36794372939
1897,115935.96155600194
1898,109013.11776947114
1899,148242.07165115484
1900,147248.71670577244
1901,168081.04277181765
1902,139992.0515028609
1903,220564.78265834492
1904,134729.05736533704
1905,189656.31714274944
1906,157600.9448795472
1907,199647.24549000958
1908,110361.6944282476
1909,132145.44664677995
1910,118648.88639486428
1911,206461.49055177014
1912,280348.07925050874
1913,146776.09310851753
1914,57545.58292465954
1915,324255.7763081096
1916,62450.690827547805
1917,250759.80390571643
1918,142366.77822276327
1919,172123.94457068277
1920,142492.55908232977
1921,422769.6343466496
1922,312322.3891235403
1923,207715.78424762245
1924,223592.9357239212
1925,192710.42220606917
1926,396401.4872997424
1927,131953.27286688797
1928,139540.85633850924
1929,123611.49626794986
1930,138880.3639552288
1931,152406.88830970493
1932,142910.7690860577
1933,185026.3082148706
1934,181513.84362527262
1935,172514.57441669417
1936,190333.0760772855
1937,178730.0545541215
1938,167670.38721681637
1939,235748.11647267794
1940,175006.34064125252
1941,166903.48838575507
1942,179915.3650202072
1943,207787.90303951438
1944,354730.2277856811
1945,385608.7987345925
1946,148595.36549216686
1947,290438.1149498208
1948,170304.00577299763
1949,247078.68221218875
1950,189085.8044783005
1951,258708.70343467777
1952,196974.0082626355
1953,159799.4087276689
1954,181416.5840944919
1955,139529.1460112691
1956,274679.0266424207
1957,146615.90629519295
1958,324780.97358430474
1959,144168.5157676023
1960,112948.38230123014
1961,123189.8313326594
1962,95864.20379731228
1963,102584.62576133083
1964,107940.83965683196
1965,147553.76159025801
1966,141899.94482105804
1967,262092.26389772558
1968,427923.26482740475
1969,405091.59776855004
1970,448499.55560160475
1971,423913.8075308779
1972,372656.09644451144
1973,257714.590306166
